title,total_sales,na_sales,pal_sales,other_sales,console,genre,publisher,developer,release_date
WWF SmackDown!,3.58,2.01,1.35,0.22,PS,Fighting,THQ,Yuke's,2000-03-01
Mass Effect,3.58,1.8664957264957267,1.4075213675213676,0.30598290598290606,"PC, Series, X360, XBL",Role-Playing,Microsoft Game Studios,BioWare Edmonton,2007-11-20
Cooking Mama 2: Dinner With Friends,3.58,1.6,1.49,0.49,DS,Simulation,Majesco,Office Create,2007-11-13
James Bond 007: Everything or Nothing,3.54,1.7396571428571428,1.385657142857143,0.4146857142857143,"GBA, GC, PS2, XB",Shooter,Electronic Arts,EA Redwood Shores,2003-11-17
The Getaway,3.54,1.23,1.77,0.54,PS2,Action,Sony Computer Entertainment,Team Soho,2003-01-19
Iron Man,3.52,2.06,0.9199999999999999,0.54,"DS, PC, PS2, PS3, PSN, PSP, Wii, X360",Action,Sega,Secret Level,2008-05-02
Cars 2,3.5100000000000002,2.0736000000000003,1.2636,0.1728,"3DS, DS, PC, PS3, PSP, Wii, X360",Racing,Disney Interactive Studios,Avalanche Software,2011-06-21
WWE SmackDown vs. Raw 2011,3.5100000000000002,1.7768012422360246,1.4388819875776397,0.2943167701863354,"PS2, PS3, PSN, PSP, Wii, X360",Fighting,THQ,JAKKS Pacific,2010-10-06
Need for Speed (2015),3.5100000000000002,0.9563478260869565,2.0754782608695654,0.4781739130434782,"PC, PS4, XOne",Racing,Electronic Arts,Ghost Games,2015-11-03
Max Payne 3,3.49,1.45835734870317,1.5589337175792508,0.47270893371757927,"PC, PS3, X360",Shooter,Rockstar Games,Rockstar Vancouver,2012-05-15
Guitar Hero: On Tour,3.46,2.093948126801153,1.0070893371757925,0.3589625360230547,DS,Misc,Activision,Vicarious Visions,2008-06-22
Sonic & SEGA All-Stars Racing,3.46,1.4,1.64,0.41999999999999993,"DS, PC, PS3, Wii",Racing,Sega,Sumo Digital,2010-02-23
Far Cry 2,3.45,1.1566473988439305,1.8247109826589596,0.46864161849710984,"PC, PS3, PSN, X360, XBL",Shooter,Ubisoft,Ubisoft Montreal,2008-10-21
Deus Ex: Human Revolution,3.4499999999999997,1.6025147928994081,1.4085798816568045,0.43890532544378696,"PC, PS3, WiiU, X360",Shooter,Square Enix,Eidos Montreal,2011-08-23
James Cameron's Avatar: The Game,3.44,1.3800000000000001,1.57,0.48999999999999977,"DS, PC, PS3, PSN, PSP, Wii, X360",Action,Ubisoft,Ubisoft Montreal,2009-12-01
Halo: The Master Chief Collection,3.44,2.06,1.04,0.33999999999999997,"PC, XOne",Shooter,Microsoft Studios,343 Industries,2014-11-11
Madagascar,3.44,2.38,0.91,0.1499999999999999,"DS, GBA, GC, PC, PS2, XB",Platform,Activision,Toys for Bob,2005-05-23
Tekken 4,3.44,1.55,1.27,0.62,PS2,Fighting,Namco,Namco,2002-09-23
LittleBigPlanet 2,3.43,1.83,1.07,0.53,PS3,Platform,Sony Computer Entertainment,Media Molecule,2011-01-18
Shrek 2,3.43,2.2565789473684212,1.0831578947368423,0.09026315789473685,"GBA, GC, PC, PS2, XB",Platform,Activision,"Luxoflux, Inc.",2004-04-28
Crysis 2,3.43,1.4153915662650602,1.5703614457831327,0.44424698795180734,"PC, PS3, X360",Shooter,Electronic Arts,Crytek,2011-03-22
The Elder Scrolls Online: Tamriel Unlimited,3.4299999999999997,1.6,1.37,0.4599999999999995,"PC, PS4, XOne",MMO,Bethesda Softworks,ZeniMax Online Studios,2015-06-09
A Bug's Life,3.42,2.45,0.85,0.11999999999999966,"GB, N64, PC, PS, PSN",Platform,Sony Computer Entertainment,Traveller's Tales,1998-01-01
Grand Theft Auto 2,3.42,1.13,2.07,0.2200000000000002,"DC, GB, PC, PS",Action,Rockstar Games,DMA Design,1999-09-30
Mortal Kombat 3,3.42,2.577837837837838,0.7805405405405407,0.061621621621621624,"GB, GEN, GG, MS, PC, PS, SNES",Fighting,Williams Entertainment,Sculptured Software,1995-01-01
Spider-Man 3,3.41,2.465692307692308,0.6715076923076924,0.27280000000000004,"DS, GBA, PC, PS2, PS3, PSP, Wii, X360",Platform,Activision,Vicarious Visions,2007-05-04
Crash Bash,3.39,1.56,1.47,0.36,PS,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,2000-11-06
Peter Jackson's King Kong: The Official Game of the Movie,3.39,1.72,1.28,0.3900000000000001,"DS, GC, PC, PS2, PSN, PSP, X360, XB",Action,Ubisoft,Ubisoft Montpellier,2005-11-17
Final Fantasy XIII-2,3.39,1.1433727810650889,1.043076923076923,1.2035502958579882,"PC, PS3, X360",Role-Playing,Square Enix,Square Enix,2012-01-31
Gears of War 4,3.38,2.17,0.9,0.31000000000000005,"PC, XOne",Shooter,Microsoft Studios,The Coalition,2016-10-11
Band Hero,3.38,1.88,0.98,0.52,"DS, PS2, PS3, Wii, X360",Misc,Activision,Vicarious Visions,2009-11-03
Pure,3.3600000000000003,1.7999999999999998,1.17,0.39,"PC, PS3, PSN, X360, XBL",Racing,Disney Interactive Studios,Black Rock Studio,2008-09-16
NCAA Football 07,3.36,2.84,0.16999999999999998,0.3500000000000001,"PS2, PSP, X360, XB",Sports,Electronic Arts,EA Sports,2006-07-18
X-Men Legends,3.36,2.03,1.07,0.26000000000000023,"GC, NGage, PS2, XB",Role-Playing,Activision,Raven Software,2004-09-21
Just Cause 2,3.35,1.0369047619047618,1.7447916666666665,0.5683035714285715,"PC, PS3, X360, XBL",Action,Square Enix,Avalanche Studios,2010-03-23
WWE SmackDown! vs. RAW 2006,3.34,1.8319393939393938,1.1335757575757575,0.3744848484848484,"PS2, PSP",Fighting,THQ,Yuke's,2005-11-14
Transformers: The Game,3.34,2.3671844660194172,0.7998705501618123,0.17294498381877024,"Mob, PC, PS2, PS3, PSP, Wii, X360, XBL",Action,Activision,Traveller's Tales,2007-06-19
Ghostbusters: The Video Game,3.34,1.91,0.88,0.5499999999999998,"DS, PC, PS2, PS3, PSN, PSP, Wii, X360, XBL",Action,Atari,Red Fly Studio,2009-06-16
Burnout Paradise,3.3,1.644984802431611,1.2036474164133737,0.45136778115501525,"PS3, PSN, X360, XBL",Racing,Electronic Arts,Criterion Games,2008-01-22
SSX,3.29,1.5192354740061165,1.2978899082568809,0.4728746177370031,"PS2, PS3, X360",Sports,EA Sports BIG,EA Canada,2000-10-30
Titanfall 2,3.29,1.7707324840764334,1.1630254777070064,0.3562420382165606,"PC, PS4, XOne",Shooter,Electronic Arts,Respawn Entertainment,2016-10-28
Rage,3.29,1.4520679012345679,1.391141975308642,0.44679012345679014,"PC, PS3, X360",Shooter,Bethesda Softworks,id Software,2011-10-04
Dead Space 2,3.27,1.7999999999999998,1.08,0.3900000000000001,"PC, PS3, PSN, X360",Shooter,Electronic Arts,Visceral Games,2011-01-25
Dishonored,3.27,1.7745731707317072,1.036829268292683,0.45859756097560966,"PC, PS3, Series, X360",Shooter,Bethesda Softworks,Arkane Studios,2012-10-09
Middle-Earth: Shadow of War,3.26,1.650632911392405,1.207025316455696,0.40234177215189876,"PC, PS4, XOne",Action,Warner Bros. Interactive Entertainment,Monolith Productions,2017-10-10
Tomb Raider: Underworld,3.23,1.4066129032258066,1.427451612903226,0.3959354838709677,"DS, PC, PS2, PS3, PSN, Wii, X360",Adventure,Eidos Interactive,Crystal Dynamics,2008-11-18
Harry Potter and the Half-Blood Prince,3.22,1.4541935483870971,1.6749193548387098,0.09088709677419357,"DS, PC, PS2, PS3, PSP, Wii, X360",Action,Electronic Arts,Bright Light Productions,2009-06-30
Metal Gear Solid HD Collection,3.22,1.849550173010381,1.2256055363321803,0.14484429065743948,"PS3, PSV, X360",Action,Konami Digital Entertainment,Bluepoint Games,2011-11-08
WWE 2K15,3.21,1.47,1.2999999999999998,0.4400000000000004,"PC, PS3, PS4, X360, XOne",Sports,2K Sports,Visual Concepts,2014-10-28
Saints Row IV,3.21,1.7160377358490566,1.029622641509434,0.4643396226415094,"PC, PS3, X360",Action,Deep Silver,Volition Inc.,2013-08-20
NBA Street,3.21,2.52,0.31,0.3799999999999999,"GC, PS2",Sports,EA Sports BIG,NuFX,2001-06-18
007: Tomorrow Never Dies,3.21,1.72,1.33,0.16000000000000014,PS,Shooter,Electronic Arts,Black Ops Entertainment,1999-11-16
Wolfenstein: The New Order,3.2,1.2323624595469256,1.584466019417476,0.3831715210355988,"PC, PS3, PS4, X360, XOne",Shooter,Bethesda Softworks,MachineGames,2014-05-20
The Lion King,3.2,2.2230529595015573,0.757632398753894,0.2193146417445483,"GB, GEN, GG, MS, NES, PC, SNES",Platform,Virgin Interactive,Westwood Studios,1994-01-01
WWF SmackDown! 2: Know Your Role,3.2,1.76,1.21,0.23,PS,Fighting,THQ,Yuke's,2000-11-21
SpongeBob SquarePants: Battle for Bikini Bottom,3.19,2.27,0.74,0.18000000000000016,"GC, PC, PS2, XB",Platform,THQ,Heavy Iron Studios,2003-10-31
Plants vs Zombies: Garden Warfare,3.1799999999999997,1.3943848580441638,1.3943848580441636,0.39123028391167186,"PC, PS3, PS4, X360, XOne",Shooter,Electronic Arts,PopCap Games,2014-02-25
NBA Street Vol. 2,3.17,2.7199999999999998,0.35,0.10000000000000009,"GC, PS2, XB",Sports,EA Sports BIG,EA Canada,2003-04-28
Lego Star Wars: The Force Awakens,3.15,0.9209302325581394,1.8627906976744184,0.3662790697674418,"3DS, PC, PS3, PS4, PSV, WiiU, X360, XOne",Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,2016-06-28
Just Cause 3,3.15,1.10814332247557,1.6416938110749184,0.4001628664495114,"PC, PS4, XOne",Action-Adventure,Square Enix,Avalanche Studios,2015-12-01
Club Penguin: Elite Penguin Force,3.14,1.87,0.97,0.30000000000000027,DS,Adventure,Disney Interactive Studios,1st Playable Productions,2008-11-25
The Urbz: Sims in the City,3.12,1.35,1.42,0.3500000000000001,"GBA, GC, PS2, XB",Simulation,Electronic Arts,Maxis,2004-11-09
Tiger Woods PGA Tour 08,3.12,2.02,0.71,0.3900000000000001,"DS, PC, PS2, PS3, PSP, Wii, X360",Sports,Electronic Arts,EA Salt Lake,2007-08-28
LEGO Marvel's Avengers,3.12,1.2162711864406779,1.6287457627118644,0.2749830508474576,"3DS, PC, PS3, PS4, PSV, WiiU, X360, XOne",Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2016-01-26
Need for Speed III: Hot Pursuit,3.12,2.14,0.86,0.1200000000000001,"PC, PS",Racing,Electronic Arts,EA Canada,1998-03-25
Midnight Club: Street Racing,3.11,2.347548387096774,0.6019354838709676,0.16051612903225806,"GBA, PS2",Racing,Rockstar Games,Angel Studios,2000-10-25
DJ Hero,3.0900000000000003,1.5799999999999998,0.9800000000000001,0.5300000000000002,"PS2, PS3, Wii, X360",Misc,Activision,FreeStyleGames,2009-08-27
Dishonored 2,3.09,1.2091304347826086,1.5501672240802675,0.33070234113712377,"PC, PS4, XOne",Action,Bethesda Softworks,Arkane Studios,2016-11-10
The Sims 2: Castaway,3.09,1.44,1.1400000000000001,0.5099999999999998,"DS, PS2, PSN, PSP, Wii",Simulation,Electronic Arts,Maxis,2007-10-22
MySims Kingdom,3.08,1.5048859934853422,1.2340065146579806,0.34110749185667755,"DS, Wii",Simulation,Electronic Arts,EA Redwood Shores,2008-10-28
The Sims: Vacation,3.07,1.72,1.21,0.14000000000000012,PC,Simulation,Electronic Arts,Maxis,2002-03-25
Just Dance 2016,3.06,1.5899999999999999,1.1199999999999999,0.3500000000000001,"PS3, PS4, Wii, WiiU, X360, XOne",Music,Ubisoft,Ubisoft Paris,2015-10-20
Grand Theft Auto: San Andreas,3.06,1.35,1.57,0.14000000000000012,"And, OSX, PC, PS2, PS3, WinP, XB, XBL",Action,Rockstar Games,Rockstar North,2004-10-26
Mafia II,3.05,1.4247404844290656,1.319204152249135,0.3060553633217993,"PC, PS3, X360",Action,2K Games,Illusion Softworks,2010-08-24
The Orange Box,3.0300000000000002,1.4932014388489212,1.3297122302158275,0.20708633093525183,"PC, PS3, X360",Shooter,Electronic Arts,Valve Software,2007-10-10
Guitar Hero Live,3.03,1.58,1.05,0.3999999999999999,"And, PS3, PS4, WiiU, X360, XOne",Music,Activision,FreeStyleGames,2015-10-20
Rayman,3.03,1.54,1.33,0.1599999999999997,"AJ, DSiW, GB, PC, PS, PSN, SAT, Series",Platform,Ubisoft,Ubisoft Montpellier,1995-01-01
Deal or No Deal,3.02,2.36,0.41000000000000003,0.25,"DS, GBA, PC, Wii",Misc,"Destination Software, Inc",Global Star,2006-11-06
Tiger Woods PGA Tour 10,3.0,1.65,0.9,0.4500000000000002,"PS2, PS3, PSN, PSP, Wii, X360",Sports,EA Sports,EA Tiburon,2009-06-08
Call of Duty 2: Big Red One,3.0,1.7357859531772577,0.9933110367892978,0.27090301003344486,"GC, PS2",Shooter,Activision,Treyarch,2005-11-01
WWE SmackDown! vs. Raw 2006,3.0,1.57,1.02,0.41000000000000014,PS2,Fighting,THQ,Yuke's,2005-11-14
The Sims: Livin Large,2.99,1.67,1.18,0.14000000000000057,PC,Misc,Electronic Arts,Maxis,2000-08-27
SingStar,2.99,0.45,1.9300000000000002,0.6099999999999999,"PS2, PS3, PS4, Series",Misc,Sony Computer Entertainment,SCEE London Studio,2004-05-21
World Soccer Winning Eleven 6 International,2.99,0.12,1.26,1.6099999999999999,PS2,Sports,Konami,Konami Computer Entertainment Tokyo,2003-03-11
Crash Nitro Kart,2.98,1.51,1.25,0.2200000000000002,"GBA, GC, NGage, PS2, XB",Racing,VU Games,Vicarious Visions,2003-11-11
Dead Rising 2,2.97,1.25,1.1,0.62,"PC, PS3, PS4, X360, XOne",Action,Capcom,Blue Castle Games,2010-09-28
2010 FIFA World Cup South Africa,2.9699999999999998,0.9368456375838925,1.4351677852348992,0.5979865771812081,"PS3, PSN, PSP, Wii, X360",Sports,EA Sports,EA Canada,2010-04-27
Imagine: Fashion Designer,2.96,1.4300000000000002,1.21,0.31999999999999984,"3DS, DS, PC",Simulation,Ubisoft,Virtual Toys / Lexis Numerique,2007-10-23
Zumba Fitness,2.96,2.02,0.66,0.2799999999999998,"PS3, Wii, X360",Sports,Majesco,"Pipeworks Software, Inc.",2010-11-18
Bakugan: Battle Brawlers,2.96,2.45,0.26,0.25,"DS, PS2, PS3, Wii, X360",Action,Activision,MTO,2009-10-20
NBA 2K10,2.96,2.712473867595819,0.051567944250871085,0.19595818815331012,"PC, PS2, PS3, PSN, PSP, Wii, X360, XBL",Sports,2K Sports,Visual Concepts,2009-10-06
UFC Undisputed 2010,2.95,1.834879725085911,0.7907216494845363,0.32439862542955333,"PS3, PSN, PSP, X360",Fighting,THQ,Yuke's Future Media Creators,2010-05-25
Disney Infinity 3.0,2.95,1.4,1.19,0.3600000000000003,"And, PC, PS3, PS4, WiiU, X360, XOne",Action,Disney Interactive Studios,Avalanche Software,2015-08-30
WWE 2K16,2.94,1.3,1.25,0.3900000000000001,"PC, PS3, PS4, X360, XOne",Sports,Take-Two Interactive,Yuke's,2015-10-27
Pac-Man Collection,2.94,2.07,0.77,0.1,GBA,Puzzle,Namco,Mass Media,2001-07-12
Need for Speed: Payback,2.93,1.0654545454545457,1.4752447552447554,0.3893006993006993,"PC, PS4, XOne",Racing,Electronic Arts,Ghost Games,2017-11-10
Medal of Honor: Warfighter,2.9299999999999997,1.2528275862068965,1.2730344827586206,0.40413793103448276,"PC, PS3, X360",Shooter,Electronic Arts,Danger Close Games,2012-10-23
Ben 10: Alien Force,2.92,1.75,0.59,0.5800000000000001,"DS, PS2, PSN, PSP, Wii",Action,D3 Publisher,1st Playable Productions / OneNine Studios,2008-10-28
Devil May Cry 4,2.92,1.3747079037800687,0.7927147766323024,0.7525773195876289,"PC, PS3, X360, XBL",Action,Capcom,Capcom,2008-02-05
Fight Night Round 4,2.92,1.87,0.73,0.31999999999999984,"PS3, X360, XBL",Fighting,EA Sports,EA Canada,2009-06-23
Injustice: Gods Among Us,2.9,1.6391304347826088,1.0086956521739132,0.25217391304347825,"PC, PS3, WiiU, X360",Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,2013-04-16
Tomb Raider: The Last Revelation,2.89,1.5599999999999998,1.14,0.19,"DC, PC, PS, PSN",Action,Eidos Interactive,Core Design Ltd.,1999-10-31
SSX Tricky,2.89,1.73,0.91,0.25,"GBA, GC, PS2, XB",Sports,EA Sports BIG,EA Canada,2001-11-05
Cooking Mama: Cook Off,2.89,1.4148958333333332,1.123888888888889,0.3512152777777777,Wii,Simulation,Majesco,Office Create,2007-03-20
Hot Shots Golf 3,2.89,0.99,0.32,1.5799999999999998,PS2,Sports,Sony Computer Entertainment,Clap Hanz,2002-03-11
The Crew,2.88,0.8464516129032258,1.7238709677419355,0.3096774193548387,"PC, PS4, X360, XOne",Racing,Ubisoft,Ubisoft Reflections,2014-12-02
Imagine: Babyz,2.87,1.3,1.26,0.31000000000000005,DS,Simulation,Ubisoft,Visual Impact,2007-10-23
Tom Clancy's Splinter Cell: Pandora Tomorrow,2.87,1.45,1.19,0.23000000000000043,"GBA, GC, PC, PS2, XB",Action,Ubisoft,Ubisoft Shanghai,2004-03-23
Colin McRae Rally,2.87,0.09031468531468533,2.438496503496504,0.34118881118881117,"GB, PC, PS",Racing,Sony Computer Entertainment,Codemasters,2000-01-31
The Elder Scrolls III: Morrowind,2.86,2.09,0.63,0.14,"PC, XB",Role-Playing,Bethesda Softworks,Bethesda Softworks,2002-05-01
Middle-Earth: Shadow of Mordor,2.86,1.4505755395683453,1.1728057553956834,0.23661870503597118,"PC, PS3, PS4, X360, XOne",Action,Warner Bros. Interactive Entertainment,Monolith Productions,2014-09-30
The Golden Compass,2.84,1.22,0.91,0.71,"DS, PC, PS2, PS3, PSP, Wii, X360",Adventure,Sega,Shiny Entertainment,2007-12-04
Zumba Fitness 2,2.83,1.52,1.05,0.2599999999999998,Wii,Sports,Majesco,"Pipeworks Software, Inc.",2011-11-15
WWE SmackDown! vs. Raw,2.83,1.32,1.08,0.43,PS2,Fighting,THQ,Yuke's,2004-11-02
Marvel: Ultimate Alliance 2,2.82,1.98,0.45,0.3899999999999997,"DS, PC, PS2, PS3, PSP, Wii, X360",Role-Playing,Activision,Vicarious Visions,2009-09-15
Spyro Reignited Trilogy,2.82,1.1099999999999999,1.31,0.3999999999999999,"NS, PC, PS4, XOne",Platform,Activision,Toys for Bob,2018-11-13
MVP Baseball 2005,2.81,2.21,0.34,0.26000000000000023,"GC, PC, PS2, XB",Sports,EA Sports,EA Canada,2005-02-22
NCAA Football 06,2.81,2.26,0.26,0.2900000000000005,"PS2, XB",Sports,EA Sports,EA Tiburon,2005-07-11
Killzone 3,2.81,1.4652142857142858,0.873107142857143,0.47167857142857145,PS3,Shooter,Sony Computer Entertainment,Guerrilla Games,2011-02-22
Army of Two,2.8099999999999996,1.83,0.63,0.35,"PS3, Series, X360, XBL",Shooter,Electronic Arts,EA Montreal,2008-03-06
NBA Live 2004,2.8099999999999996,2.22,0.27,0.3199999999999994,"GC, PC, PS2, XB",Sports,EA Sports,EA Canada,2003-10-14
Battlefield: Bad Company,2.8,1.57,0.8200000000000001,0.41000000000000003,"PS3, X360, XBL",Shooter,Electronic Arts,EA Digital Illusions CE,2008-06-23
WWF SmackDown! Just Bring It,2.79,1.19,1.15,0.44999999999999996,PS2,Fighting,THQ,Yuke's,2001-11-18
WWE '12,2.79,1.5218181818181817,0.9536727272727273,0.3145090909090909,"PS3, Wii, X360",Fighting,THQ,"Yuke's Co., Ltd.",2011-11-22
NBA Live 2002,2.7800000000000002,1.55,0.9299999999999999,0.30000000000000027,"PS, PS2, XB",Sports,EA Sports,EA Canada,2001-10-29
WWE '13,2.77,1.34,1.08,0.3500000000000001,"PS3, Wii, X360",Sports,THQ,Unknown,2012-10-30
Mortal Kombat: Deception,2.75,1.62,0.86,0.27,"GC, PS2, XB",Fighting,Midway Games,Midway Games,2004-10-04
Sonic Unleashed,2.74,1.6852719665271967,0.779581589958159,0.27514644351464435,"PS2, PS3, Wii, X360, XBL",Platform,Sega,Sonic Team,2008-11-18
Star Wars The Clone Wars: Republic Heroes,2.72,1.4,0.95,0.37000000000000055,"DS, PC, PS2, PS3, PSN, PSP, Wii, X360",Action,LucasArts,Krome Studios,2009-10-06
Sim Theme Park,2.71,2.39,0.27999999999999997,0.040000000000000036,"PC, PS",Strategy,Electronic Arts,Bullfrog Productions,1999-10-24
Transformers: Revenge of the Fallen,2.71,1.28,0.89,0.54,"DS, PC, PS2, PS3, PSP, Wii, X360, XBL",Action,Activision,Luxoflux Corp.,2009-06-23
Just Dance 2017,2.71,1.23,1.22,0.2599999999999998,"NS, PC, PS3, PS4, Wii, WiiU, X360, XOne",Music,Ubisoft,Ubisoft Paris,2016-10-25
Pirates of the Caribbean: At World's End,2.7,1.7016806722689077,0.8962184873949581,0.10210084033613447,"DS, PC, PS2, PS3, PSN, PSP, Wii, X360",Action,Disney Interactive Studios,Eurocom Entertainment Software,2007-05-22
Guitar Hero: Metallica,2.7,1.37,1.0,0.33000000000000007,"PS2, PS3, Wii, X360",Misc,Activision,BudCat Creations,2009-03-29
Wipeout: The Game,2.69,2.5,0.12752772909653803,0.062472270903461906,"DS, Wii",Misc,Activision,Endemol,2010-06-22
Spyro: Enter the Dragonfly,2.6799999999999997,1.29,1.0899999999999999,0.2999999999999998,"GC, PS2",Platform,VU Games,Check Six Games,2002-11-03
Cars: Race-O-Rama,2.67,1.8,0.52,0.34999999999999964,"DS, PS2, PS3, PSP, Wii, X360",Racing,THQ,Rainbow Studios,2009-10-13
SpongeBob's Atlantis SquarePantis,2.67,2.41,0.01,0.25,"DS, GBA, PS2, Wii",Adventure,THQ,Altron,2007-10-23
Medal of Honor Heroes,2.66,0.8632452830188678,1.114188679245283,0.682566037735849,"PSN, PSP",Shooter,Electronic Arts,Team Fusion,2006-10-20
For Honor,2.66,1.3715624999999998,0.924765625,0.36367187500000003,"PC, PS4, XOne",Action,Ubisoft,Ubisoft Montreal,2017-02-14
WWE SmackDown! Shut Your Mouth,2.66,1.32,1.29,0.04999999999999982,PS2,Fighting,THQ,Yuke's,2002-10-31
Hot Shots Golf Fore!,2.66,0.73,0.47,1.4600000000000002,PS2,Sports,Sony Computer Entertainment,Clap Hanz,2004-08-17
DiRT 2,2.65,0.8868525896414341,1.4675298804780874,0.295617529880478,"DS, PC, PS3, PSN, PSP, Wii, X360",Racing,Codemasters,Codemasters,2009-09-08
Hannah Montana,2.65,1.59,0.8,0.2599999999999998,DS,Action,Buena Vista,DC Studios,2006-10-10
Just Dance 3,2.65,1.81,0.6,0.23999999999999977,"PS3, Wii, X360",Misc,Ubisoft,Ubisoft Paris,2011-10-07
Rayman Raving Rabbids 2,2.64,1.5499999999999998,0.83,0.26000000000000023,"DS, PC, Wii",Misc,Ubisoft,Ubisoft Paris,2007-11-13
Toy Story 2: Buzz Lightyear to the Rescue!,2.64,1.7,0.8400000000000001,0.10000000000000009,"DC, N64, PC, PS, PSN",Platform,Activision,Traveller's Tales,1999-11-17
Prince of Persia: Warrior Within,2.64,1.17,1.2,0.27,"GC, PC, PS2, XB",Adventure,Ubisoft,Ubisoft Montreal,2004-11-30
Up,2.6399999999999997,1.3,0.83,0.5099999999999998,"DS, PC, PS2, PS3, PSP, Wii, X360",Adventure,THQ,THQ,2009-05-26
Guitar Hero: Warriors of Rock,2.63,1.27,1.0699999999999998,0.29000000000000004,"PS3, Wii, X360",Misc,Activision,Vicarious Visions,2010-09-28
Tiger Woods PGA Tour 07,2.63,2.11,0.23,0.29000000000000004,"PC, PS2, PS3, PSP, Wii, X360, XB",Sports,EA Sports,EA Redwood Shores,2006-10-10
MX vs. ATV Untamed,2.62,1.96,0.36,0.30000000000000027,"DS, PS2, PS3, PSN, PSP, Wii, X360, XBL",Racing,THQ,Rainbow Studios,2007-12-17
Need for Speed Carbon: Own the City,2.62,1.04,0.98,0.6000000000000001,"DS, GBA, PSN, PSP",Racing,Electronic Arts,EA Black Box,2006-10-31
LittleBigPlanet,2.61,0.65,1.27,0.6900000000000001,"PS3, PSN, PSP, Series",Platform,Sony Computer Entertainment,SCEE Cambridge,2008-10-27
Injustice 2,2.61,1.53,0.7000000000000001,0.3799999999999999,"PC, PS4, XOne",Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,2017-05-16
Tom Clancy's Ghost Recon: Future Soldier,2.61,1.4053846153846152,0.8331923076923077,0.3714230769230769,"DS, PC, PS3, PSP, X360",Shooter,Ubisoft,Ubisoft Paris,2012-05-22
Streets of Rage,2.6,1.86,0.55,0.19,"GEN, GG, MS, PC, VC, XBL",Action,Sega,Sega,1990-12-31
Homefront,2.6,1.2747081712062256,0.9914396887159532,0.33385214007782094,"PC, PS3, PSN, Series, X360, XBL",Shooter,THQ,Kaos Studios,2011-03-15
EA Sports Active 2,2.6,1.48,0.8300000000000001,0.29000000000000004,"PS3, Wii, X360",Sports,Electronic Arts,EA Vancouver,2010-11-16
Rayman Origins,2.59,0.9257429718875501,1.3834136546184739,0.28084337349397587,"3DS, PC, PS3, PSV, Wii, X360",Platform,Ubisoft,Ubisoft,2011-11-15
Tiger Woods PGA Tour 2004,2.59,1.9,0.55,0.13999999999999968,"GBA, GC, NGage, PC, PS2, XB",Sports,EA Sports,EA Redwood Shores,2003-09-22
Dragon Age II,2.58,1.3932000000000002,0.9081600000000001,0.27863999999999994,"PC, PS3, PSN, X360",Role-Playing,Electronic Arts,BioWare Corp.,2011-03-08
Dragon's Dogma,2.56,0.8267704280155641,0.7271595330739299,1.0060700389105057,"PC, PS3, Series, X360",Role-Playing,Capcom,Capcom,2012-05-22
SSX 3,2.56,1.6,0.71,0.25,"GBA, GC, GIZ, PS2, XB",Sports,EA Sports BIG,EA Canada,2003-10-20
NFL Blitz,2.56,2.4299999999999997,0.09,0.04000000000000048,"GB, N64, PC, PS",Sports,Midway Games,Midway Games,1998-09-09
Grand Theft Auto,2.5599999999999996,0.9637647058823527,1.4155294117647057,0.18070588235294116,"GB, GBA, PC, PS, Series",Action,Take-Two Interactive,DMA Design,1998-03-24
[Prototype],2.55,1.49,0.76,0.2999999999999998,"PC, PS3, PSN, X360",Action,Activision,Radical Entertainment,2009-06-09
Tony Hawk's Project 8,2.55,2.0035714285714286,0.3857142857142857,0.1607142857142857,"PS2, PS3, PSP, X360, XB",Sports,Activision,Shaba Games,2006-11-07
Scooby-Doo! Night of 100 Frights,2.54,1.51,0.8099999999999999,0.2200000000000002,"GC, PS2, XB",Platform,THQ,Heavy Iron Studios,2002-05-20
NCAA Football 10,2.54,2.09,0.22,0.22999999999999998,"PS2, PS3, PSN, PSP, X360",Sports,EA Sports,EA Tiburon,2009-07-14
ESPN NBA 2K5,2.54,2.14,0.16,0.23999999999999977,"PS2, XB",Sports,Sega,Visual Concepts,2004-09-28
Disney Sing It,2.52,1.7,0.57,0.25,"PC, PS2, PS3, Wii, X360",Misc,Disney Interactive Studios,Zoe Mode,2008-10-21
NCAA Football 2005,2.52,2.12,0.15,0.25,"GC, PS2, XB",Sports,EA Sports,EA Tiburon,2004-07-15
Def Jam: Fight for NY,2.52,1.46,0.8200000000000001,0.23999999999999977,"GC, PS2, XB",Fighting,Electronic Arts,AKI Corporation / EA Canada,2004-09-20
Shadow of the Tomb Raider,2.52,1.08,1.1005714285714283,0.3394285714285714,"PC, PS4, XOne",Action-Adventure,Square Enix,Eidos Montreal,2018-09-14
Conflict: Desert Storm,2.52,1.52,0.92,0.08000000000000007,"GC, PC, PS2, XB",Shooter,Gotham Games,Pivotal Games,2002-09-30
Harry Potter and the Order of the Phoenix,2.52,1.31,0.88,0.33000000000000007,"DS, GBA, PC, PS2, PS3, PSN, PSP, Wii, X360",Adventure,Electronic Arts,Visual Impact,2007-06-25
