title,total_sales,na_sales,pal_sales,other_sales,console,genre,publisher,developer,release_date
Grand Theft Auto V,64.29,26.181855076970926,28.131248639402894,9.976896283626187,"PC, PS3, PS4, PS5, X360, XOne, XS",Action,Rockstar Games,Rockstar North,2013-09-17
Call of Duty: Black Ops,30.990000000000002,17.869111401502778,9.567314603070894,3.5535739954263312,"DS, PC, PS3, PSN, Wii, X360, XBL",Shooter,Activision,Treyarch,2010-11-09
Call of Duty: Modern Warfare 3,30.71,15.770273746701848,11.404835092348286,3.5348911609498685,"PC, PS3, Wii, X360",Shooter,Activision,Infinity Ward,2011-11-08
Call of Duty: Black Ops II,29.59,14.211251700680272,11.151605442176871,4.227142857142857,"PC, PS3, WiiU, X360",Shooter,Activision,Treyarch,2012-11-13
Call of Duty: Ghosts,28.8,15.234562697576397,9.71127502634352,3.8541622760800847,"PC, PS3, PS4, WiiU, X360, XOne",Shooter,Activision,Infinity Ward,2013-11-05
Call of Duty: Black Ops 3,26.72,12.926430188679245,9.841026415094339,3.9525433962264147,"PC, PS3, PS4, X360, XOne",Shooter,Activision,Treyarch,2015-11-06
Call of Duty: Modern Warfare 2,25.02,13.577987975951904,8.102669338677355,3.339342685370742,"PC, PS3, PSN, X360, XBL",Shooter,Activision,Infinity Ward,2009-11-10
Minecraft,24.009999999999998,9.683001333926189,10.120711427301021,4.206287238772787,"3DS, And, NS, PC, PS3, PS4, PSV, Series, WiiU, X360, XOne, iOS",Misc,Sony Computer Entertainment,Mojang,2010-05-10
Grand Theft Auto IV,22.53,11.625800711743775,7.656992882562279,3.247206405693951,"PC, PS3, X360, XBL",Action,Rockstar Games,Rockstar North,2008-04-29
Call of Duty: Advanced Warfare,21.78,10.66,7.99,3.13,"PC, PS3, PS4, X360, XOne",Shooter,Activision,Sledgehammer Games,2014-11-04
The Elder Scrolls V: Skyrim,20.51,9.787228070175438,8.306807017543859,2.415964912280702,"NS, PC, PS3, X360",Role-Playing,Bethesda Softworks,Bethesda Game Studios,2011-11-10
Call of Duty: WWII,19.82,8.745935550935553,8.478097713097714,2.595966735966736,"PC, PS4, XOne",Shooter,Activision,Sledgehammer Games,2017-11-03
Red Dead Redemption 2,19.71,9.274084507042254,7.896338028169015,2.5395774647887324,"PC, PS4, XOne",Action-Adventure,Rockstar Games,Rockstar Games,2018-10-26
Call of Duty 4: Modern Warfare,18.33,10.070988530857456,5.806335335882031,2.4526761332605136,"DS, PC, PS3, PSN, X360, XBL",Shooter,Activision,Infinity Ward,2007-11-05
FIFA 15,18.03,3.2791163055872294,12.797805017103764,1.9530786773090083,"3DS, PC, PS3, PS4, PSV, Wii, X360, XOne",Sports,EA Sports,EA Canada,2014-09-23
Battlefield 3,17.32,8.429271758436943,6.665482534043813,2.225245707519242,"PC, PS3, X360",Shooter,Electronic Arts,Dice,2011-10-25
FIFA 14,17.310000000000002,2.91196261682243,12.274731308411216,2.1233060747663552,"3DS, And, PC, PS2, PS3, PS4, PSP, PSV, Wii, X360, XOne",Sports,EA Sports,EA Canada,2013-09-24
FIFA 17,17.02,2.693812949640288,12.316031175059953,2.0101558752997604,"PC, PS3, PS4, X360, XOne",Sports,Electronic Arts,EA Canada,2016-09-27
FIFA 18,16.92,2.752292917166866,11.963841536614646,2.203865546218487,"NS, PC, PS3, PS4, X360, XOne",Sports,EA Sports,EA Vancouver,2017-09-26
Guitar Hero III: Legends of Rock,16.38,11.13320317266626,2.56843197071385,2.67836485661989,"PC, PS2, PS3, Wii, X360",Misc,RedOctane,BudCat Creations,2007-10-28
Grand Theft Auto: Vice City,16.189999999999998,8.4151977750309,5.523411619283065,2.2513906056860318,"PC, PS2",Action,Rockstar Games,Rockstar North,2002-10-28
Call of Duty: World at War,15.94,9.379999999999999,4.72,1.8400000000000016,"DS, PC, PS3, Wii, X360",Shooter,Activision,Treyarch,2008-11-10
FIFA 16,15.82,3.235676375404531,10.812893203883494,1.7714304207119742,"PC, PS3, PS4, X360, XOne",Sports,EA Sports,EA Canada,2015-09-22
FIFA 13,15.36,2.6945597897503286,10.202996057818659,2.462444152431012,"3DS, PC, PS2, PS3, PSP, Wii, WiiU, X360",Sports,EA Sports,EA Canada,2012-09-25
LEGO Star Wars: The Complete Saga,15.33,8.95,4.82,1.5600000000000005,"DS, OSX, PC, PS3, Wii, X360, XBL",Action,LucasArts,Traveller's Tales,2007-11-06
The Sims 3,15.2,4.521187025534851,10.017943409247756,0.6608695652173913,"3DS, And, DS, OSX, PC, PS3, Wii, WinP, X360",Simulation,Electronic Arts,EA Redwood Shores,2009-06-02
Battlefield 4,14.6,6.6937892533147245,5.899092812281926,2.00711793440335,"PC, PS3, PS4, X360, XOne",Shooter,Electronic Arts,EA DICE,2013-10-29
Call of Duty: Black Ops IIII,14.3,7.6204627621113525,4.621908893709327,2.0576283441793204,"PC, PS4, XOne",Shooter,Activision,Treyarch,2018-10-12
Assassin's Creed IV: Black Flag,13.709999999999999,6.355156249999999,5.692098214285713,1.6627455357142855,"PC, PS3, PS4, WiiU, X360, XOne",Action-Adventure,Ubisoft,Ubisoft Montreal,2013-10-29
Call of Duty: Infinite Warfare,13.6,6.350114068441064,5.646844106463878,1.6030418250950569,"PC, PS4, XOne",Shooter,Activision,Infinity Ward,2016-11-04
LEGO Batman: The Videogame,13.55,7.67,3.95,1.9299999999999997,"DS, PC, PS2, PS3, PSN, PSP, Wii, X360",Adventure,Warner Bros. Interactive,Traveller's Tales,2008-09-23
Fallout 4,13.510000000000002,5.845673076923077,5.585865384615385,2.078461538461539,"PC, PS4, XOne",Role-Playing,Bethesda Softworks,Bethesda Game Studios,2015-11-10
Battlefield 1,13.16,5.896885496183206,5.34436641221374,1.9187480916030535,"PC, PS4, XOne",Shooter,Electronic Arts,EA DICE,2016-10-21
Grand Theft Auto III,13.11,6.99,4.52,1.6,"PC, PS2, XB",Action,Rockstar Games,DMA Design,2001-10-22
Red Dead Redemption,13.07,6.595045941807045,4.613529862174579,1.8614241960183768,"PS3, PSN, X360, XBL",Action,Rockstar Games,Rockstar San Diego,2010-05-18
FIFA Soccer 12,13.06,2.128902821316615,8.710078369905956,2.22101880877743,"3DS, PC, PS2, PS3, PSP, Wii, X360",Sports,EA Sports,EA Canada,2011-09-27
Assassin's Creed III,13.059999999999999,6.293369313801079,5.034695451040863,1.7319352351580568,"PC, PS3, WiiU, X360",Action-Adventure,Ubisoft,Ubisoft Montreal,2012-10-30
Destiny,12.78,6.983208469055374,4.246123778501628,1.5506677524429966,"PS3, PS4, Series, X360, XOne",Shooter,Activision,Bungie,2014-09-09
Star Wars Battlefront (2015),12.67,5.944074367088608,4.791344936708861,1.9345806962025318,"PC, PS4, XOne",Shooter,Electronic Arts,EA DICE,2015-11-17
FIFA Soccer 11,12.53,2.051511335012594,8.405936188077245,2.0725524769101598,"DS, PC, PS2, PS3, PSP, Wii, X360",Sports,EA Sports,EA Canada,2010-09-28
FIFA 19,12.22,1.600961857379768,9.048474295190713,1.5705638474295194,"NS, PC, PS3, PS4, X360, XOne",Sports,Electronic Arts,EA Sports,2018-09-28
LEGO Indiana Jones: The Original Adventures,11.93,6.77,3.18,1.9800000000000004,"DS, OSX, PC, PS2, PS3, PSN, PSP, Wii, X360",Adventure,LucasArts,Traveller's Tales,2008-06-03
Assassin's Creed II,11.41,5.740309460654289,3.984924845269673,1.6847656940760387,"PC, PS3, X360, XBL",Action,Ubisoft,Ubisoft Montreal,2009-11-17
Assassin's Creed,11.29,5.227782724844168,4.513989314336599,1.5482279608192346,"PC, PS3, PSN, Series, X360, XBL",Action,Ubisoft,Ubisoft Montreal,2007-11-13
Grand Theft Auto: Liberty City Stories,11.26,4.467935943060497,4.237526690391459,2.554537366548042,"PS2, PSN, PSP",Action,Rockstar Games,Rockstar Leeds,2005-10-24
Need for Speed Underground 2,10.95,5.267728531855955,4.458864265927977,1.2234072022160665,"DS, GBA, GC, PC, PS2, XB",Racing,Electronic Arts,EA Black Box,2004-11-09
FIFA Soccer 10,10.72,1.9934724857685011,6.326223908918407,2.400303605313093,"DS, PC, PS2, PS3, PSP, Wii, X360",Sports,EA Sports,EA Canada,2009-10-02
Need for Speed Underground,10.41,5.295609284332689,3.9666731141199225,1.1477176015473889,"GBA, GC, PS2, XB",Racing,Electronic Arts,EA Black Box,2003-11-17
Batman: Arkham City,10.29,5.710000000000001,3.17,1.41,"PC, PS3, X360",Action,Warner Bros. Interactive,Rocksteady Studios,2011-10-18
Star Wars: The Force Unleashed,10.07,5.766767895878526,3.1673535791757055,1.1358785249457704,"DS, PS2, PS3, PSN, PSP, Wii, X360",Action,LucasArts,LucasArts,2008-09-16
Guitar Hero: World Tour,10.03,6.2,2.21,1.6199999999999992,"PC, PS2, PS3, Wii, X360",Misc,Activision,Vicarious Visions,2008-10-26
Halo: Reach,9.97,7.08,2.01,0.88,"X360, XBL",Shooter,Microsoft Game Studios,Bungie,2010-09-14
Halo 4,9.96,6.726753768844222,2.362371859296483,0.8708743718592966,X360,Shooter,Microsoft Studios,343 Industries,2012-11-06
Fallout 3,9.94,5.65551724137931,3.0445030425963484,1.2399797160243407,"PC, PS3, X360, XBL",Role-Playing,Bethesda Softworks,Bethesda Game Studios,2008-10-28
Watch Dogs,9.700000000000001,3.9329831932773116,4.452626050420169,1.3143907563025212,"PC, PS3, PS4, Series, WiiU, X360, XOne",Action-Adventure,Ubisoft,Ubisoft Montreal,2014-05-27
FIFA Soccer 08,9.49,2.844097859327217,5.760749235474006,0.885152905198777,"DS, PC, PS2, PS3, PSP, Wii, X360",Sports,EA Sports,EA Canada,2007-10-08
Assassin's Creed: Revelations,9.21,3.892261251372119,4.033798024149287,1.2839407244785952,"PC, PS3, X360",Action,Ubisoft,Ubisoft Montreal,2011-11-15
Madden NFL 06,9.03,7.836203389830507,0.4693559322033897,0.7244406779661016,"DS, GBA, GC, PC, PS2, PSP, X360, XB",Sports,EA Sports,EA Tiburon,2005-08-08
Just Dance 4,8.93,5.42,2.65,0.8599999999999994,"PS3, Wii, WiiU, X360",Music,Ubisoft,Ubisoft,2012-10-09
Medal of Honor: Frontline,8.91,4.419762711864408,3.3223728813559323,1.167864406779661,"GC, PS2, PSN, XB",Shooter,Electronic Arts,EA Los Angeles,2002-05-28
Resident Evil 5,8.74,4.184788087056128,2.352691867124857,2.202520045819015,"NS, PC, PS3, PS4, X360, XBL, XOne",Action,Capcom,Capcom,2009-03-13
FIFA Soccer 09,8.67,1.7219163763066203,4.04801393728223,2.90006968641115,"DS, PC, PS2, PS3, PSN, PSP, X360",Sports,Electronic Arts,EA Canada,2008-10-14
Medal of Honor,8.62,4.60688836104513,3.235059382422803,0.7780522565320664,"PC, PS, PS3, PSN, Series, X360",Shooter,Electronic Arts,EA Los Angeles,1999-10-31
Need for Speed: ProStreet,8.55,3.395600475624257,2.5721165279429257,2.5822829964328182,"DS, PC, PS2, PS3, PSN, PSP, Wii, X360, XBL",Racing,Electronic Arts,EA Black Box,2007-11-13
Far Cry 4,8.549999999999999,3.062989323843416,4.290213523131673,1.196797153024911,"PC, PS3, PS4, X360, XOne",Shooter,Ubisoft,Ubisoft Montreal,2014-11-18
Pro Evolution Soccer 2008,8.48,0.29,3.38,4.8100000000000005,"DS, PC, PS2, PS3, PSP, Wii, X360",Sports,Konami,Konami,2007-10-26
LEGO Harry Potter: Years 1-4,8.46,4.04,3.44,0.9800000000000004,"DS, OSX, PC, PS3, PSN, PSP, Wii, X360",Adventure,Warner Bros. Interactive,Traveller's Tales,2010-06-29
Tony Hawk's Pro Skater,8.459999999999999,6.014218009478673,2.1651184834123223,0.28066350710900473,"DC, GB, N64, NGage, PS",Sports,Activision,Neversoft Entertainment,1999-08-31
Spider-Man: The Movie,8.4,5.6000000000000005,2.427338129496403,0.3726618705035971,"GBA, GC, PC, PS2, XB",Action,Activision,Treyarch,2002-04-14
NBA 2K16,8.31,6.232500000000001,1.096168341708543,0.9813316582914574,"PC, PS3, PS4, X360, XOne",Sports,2K Sports,Visual Concepts,2015-09-29
Assassin's Creed: Unity,8.28,3.808398058252427,3.3863592233009707,1.0852427184466018,"PC, PS4, XOne",Action,Ubisoft,Ubisoft Montreal,2014-11-11
Overwatch,8.18,3.996335877862595,3.2470229007633584,0.9366412213740457,"NS, PC, PS4, XOne",Shooter,Blizzard Entertainment,Blizzard Entertainment,2016-05-24
Madden NFL 08,8.14,7.13,0.23,0.7800000000000002,"DS, GC, PC, PS2, PS3, PSP, Wii, X360, XB",Sports,EA Sports,EA Tiburon,2007-08-14
Lego Marvel Super Heroes,8.12,3.6899614890885744,3.6691142490372264,0.7609242618741975,"PC, PS3, PS4, WiiU, X360, XOne",Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2013-10-22
Tony Hawk's Pro Skater 3,8.05,5.185767790262173,2.30143570536829,0.5627965043695382,"GB, GBA, GC, N64, PC, PS, PS2, XB",Sports,Activision,Neversoft Entertainment,2001-10-28
Need for Speed: Most Wanted,8.030000000000001,4.501666666666667,2.849027777777778,0.6793055555555556,"DS, GBA, GC, PC, PS2, X360, XB, XBL",Racing,Electronic Arts,EA Canada,2005-11-15
Mario & Sonic at the Olympic Winter Games,8.01,3.0761596009975065,3.595511221945137,1.3383291770573564,"DS, Wii",Sports,Sega,Sega,2009-10-13
The Elder Scrolls IV: Oblivion,7.84,4.6076312419974395,2.108066581306018,1.124302176696543,"PC, PS3, PSP, X360, XBL",Role-Playing,Take-Two Interactive,Bethesda Softworks,2006-03-20
Batman: Arkham Asylum,7.82,4.494252873563219,2.277088122605364,1.0486590038314176,"PC, PS3, X360",Action,Eidos Interactive,Rocksteady Studios,2009-08-25
Harry Potter and the Chamber of Secrets,7.64,3.679263157894737,3.1967368421052633,0.764,"GB, GBA, GC, PC, PS, PS2, XB",Adventure,Electronic Arts,Eurocom Entertainment Software,2002-11-05
Spider-Man 2,7.63,4.887324324324324,2.2065135135135137,0.5361621621621622,"DS, GBA, GC, NGage, PC, PS2, PSP, XB",Action,Activision,Treyarch,2004-06-28
Monopoly,7.63,4.853556771545827,2.567688098495212,0.20875512995896034,"DS, GB, GBA, GEN, MS, N64, NES, PC, PS, PS2, PS3, PSN, SNES, Wii, X360",Misc,Hasbro Interactive,Unknown,1988-01-01
Madden NFL 2005,7.6000000000000005,6.969210174029452,0.539223560910308,0.09156626506024097,"DS, GBA, GC, PC, PS, PS2, XB",Sports,EA Sports,EA Tiburon,2004-08-09
Namco Museum,7.6000000000000005,6.043617021276596,1.4351063829787236,0.12127659574468086,"DC, GBA, GC, NS, PS2, PSP, XB",Misc,Namco,Mass Media,2000-06-25
Madden NFL 16,7.59,6.0,0.48,1.1099999999999994,"PS3, PS4, X360, XOne",Sports,EA Sports,EA Tiburon,2015-08-25
Madden NFL 10,7.57,6.55,0.33999999999999997,0.6800000000000006,"PS2, PS3, PSN, PSP, Wii, X360",Sports,EA Sports,EA Tiburon,2009-08-13
Final Fantasy XIII,7.539999999999999,3.0459602649006623,1.8974834437086092,2.5965562913907285,"PC, PS3, X360",Role-Playing,Square Enix,Square Enix,2010-03-09
Tomb Raider II,7.53,3.266391891891892,3.7751756756756754,0.48843243243243245,"PC, PS, PSN",Adventure,Eidos Interactive,Core Design Ltd.,1997-10-31
Call of Duty 3,7.5200000000000005,4.364755244755245,2.545230769230769,0.6100139860139862,"PS2, PS3, Wii, X360, XB, XBL",Shooter,Activision,Treyarch,2006-11-07
Tom Clancy's The Division,7.4399999999999995,3.409136490250696,3.15008356545961,0.8807799442896935,"PC, PS4, Series, XOne",Shooter,Ubisoft,Massive Entertainment,2016-03-08
Madden NFL 15,7.43,5.83,0.52,1.08,"PS3, PS4, X360, XOne",Sports,EA Sports,EA Tiburon,2014-08-26
WWE SmackDown vs Raw 2008,7.39,3.584308131241084,1.9502853067047077,1.8554065620542082,"DS, PS2, PS3, PSP, Wii, X360, XBL",Fighting,THQ,Yuke's Media Creations,2007-11-13
Tom Clancy's Rainbow Six: Siege,7.37,3.21656779661017,3.11247175141243,1.0409604519774012,"PC, PS4, PS5, XOne, XS",Shooter,Ubisoft,Ubisoft Montreal,2015-12-01
Guitar Hero II,7.33,5.82,0.65,0.8599999999999994,"PS2, X360",Misc,RedOctane,Harmonix Music Systems,2006-11-07
LEGO Star Wars III: The Clone Wars,7.33,3.84,2.71,0.7800000000000002,"3DS, DS, PC, PS3, PSP, Wii, X360",Action,LucasArts,Traveller's Tales,2011-03-22
LEGO Star Wars II: The Original Trilogy,7.32,5.460440528634361,1.6445814977973567,0.21497797356828194,"DS, GBA, GC, OSX, PC, PS2, PSP, X360, XB",Action,LucasArts,Traveller's Tales,2006-09-12
Rock Band,7.28,4.96,1.36,0.96,"PS2, PS3, Series, Wii, X360",Misc,MTV Games,Harmonix Music Systems,2007-11-20
Street Fighter IV,7.2700000000000005,3.945426997245179,1.8024793388429754,1.5220936639118459,"PC, PS3, X360, XBL",Fighting,Capcom,Capcom / Dimps Corporation,2009-02-17
NBA 2K14,7.27,5.262384937238493,1.0139470013947,0.9936680613668061,"And, PC, PS3, PS4, X360, XOne",Sports,2K Sports,Visual Concepts,2013-10-01
NBA 2K15,7.26,5.400347322720695,1.1136903039073807,0.7459623733719247,"PC, PS3, PS4, X360, XOne",Sports,2K Sports,Visual Concepts,2014-10-07
LEGO Star Wars: The Video Game,7.26,4.7926153846153845,2.0409230769230766,0.42646153846153845,"GBA, GC, PC, PS2, XB",Action,Eidos Interactive,Traveller's Tales,2005-03-29
Fallout: New Vegas,7.25,4.21,2.0700000000000003,0.97,"PC, PS3, X360",Role-Playing,Bethesda Softworks,Obsidian Entertainment,2010-10-19
L.A. Noire,7.24,3.4412976022566992,2.910296191819464,0.8884062059238363,"NS, PS3, PS4, X360, XOne",Adventure,Rockstar Games,Team Bondi,2011-05-17
Crash Bandicoot: The Wrath of Cortex,7.24,3.15486033519553,3.013296089385475,1.0718435754189946,"GC, PS2, XB, XBL",Platform,Universal Interactive,Traveller's Tales,2001-10-29
Far Cry 3,7.17,2.500928270042194,3.791729957805907,0.8773417721518987,"PC, PS3, X360",Shooter,Ubisoft,Ubisoft Montreal,2012-12-04
Battlefield: Bad Company 2,7.16,3.624937238493724,2.646304044630405,0.8887587168758717,"PC, PS3, X360, XBL",Shooter,Electronic Arts,EA Digital Illusions CE,2010-03-02
Madden NFL 2004,7.140000000000001,5.950000000000001,0.4638983050847459,0.7261016949152543,"GBA, GC, PC, PS, PS2, XB",Sports,EA Sports,EA Tiburon,2003-08-12
Madden NFL 09,7.13,6.597423780487805,0.33693597560975613,0.19564024390243903,"DS, PS2, PS3, PSP, X360, XB",Sports,EA Sports,EA Tiburon,2008-08-12
The Simpsons Game,7.04,2.52,2.56,1.96,"DS, PS2, PS3, PSP, Wii, X360",Platform,Electronic Arts,EA Redwood Shores,2007-10-30
The Simpsons: Hit & Run,7.04,3.2,2.9699999999999998,0.8700000000000001,"GC, PC, PS2, XB",Racing,VU Games,Radical Entertainment,2003-09-16
Assassin's Creed: Brotherhood,6.97,4.95689404934688,1.3150943396226413,0.6980116110304788,"PC, PS3, PSN, X360",Action,Ubisoft,Ubisoft Montreal,2010-11-16
Borderlands 2,6.95,3.7532023289665215,2.255967976710335,0.9408296943231442,"And, PC, PS3, PSV, X360",Shooter,2K Games,Gearbox Software,2012-09-18
Just Dance 2014,6.9,3.69,2.54,0.6699999999999999,"PS3, PS4, Wii, WiiU, X360, XOne",Music,Ubisoft,Ubisoft Paris,2013-10-08
Need for Speed: Undercover,6.87,2.4863808139534886,2.5163372093023257,1.8672819767441862,"DS, PC, PS2, PS3, PSN, PSP, Wii, X360",Racing,Electronic Arts,EA Vancouver,2008-11-17
PES 2009: Pro Evolution Soccer,6.87,0.49854862119013066,2.7619593613933238,3.6094920174165455,"PC, PS2, PS3, PSP, Wii, X360",Sports,Konami,Konami,2008-10-17
Cars,6.82,5.31,0.94,0.5700000000000003,"DS, GBA, GC, PC, PS2, PSP, Wii, X360, XB",Racing,THQ,Locomotive Games,2006-06-06
Uncharted 2: Among Thieves,6.74,3.284873699851411,2.223298662704309,1.2318276374442794,PS3,Action,Sony Computer Entertainment,Naughty Dog,2009-10-13
Madden NFL 13,6.74,5.61,0.4,0.7299999999999995,"PS3, PSV, Wii, WiiU, X360",Sports,EA Sports,EA Tiburon,2012-08-28
Medal of Honor: Rising Sun,6.72,3.088383233532934,2.6960479041916168,0.9355688622754491,"GC, PS2, XB",Shooter,Electronic Arts,EA Los Angeles,2003-11-11
Madden NFL 11,6.71,5.88,0.29,0.54,"PS2, PS3, PSN, PSP, Wii, X360",Sports,EA Sports,EA Tiburon,2010-08-10
Teenage Mutant Ninja Turtles,6.67,5.102396313364055,1.2090015360983104,0.35860215053763445,"And, GBA, GC, NES, PC, PS2, Series, VC, XB",Platform,Ultra Games,Konami,1989-05-12
Star Wars Battlefront II,6.66,4.520727272727273,1.6246363636363637,0.5146363636363637,"PC, PS2, PSP, XB",Shooter,LucasArts,Pandemic Studios,2005-11-01
The Lord of the Rings: The Two Towers,6.65,3.3501512859304086,2.5151285930408473,0.7847201210287442,"GBA, GC, PS2, XB",Action,Electronic Arts,Stormfront Studios,2002-10-21
Destiny 2,6.6499999999999995,3.801479750778816,2.0302180685358255,0.8183021806853581,"PC, PS4, PS5, XOne, XS",Shooter,Activision,Bungie,2017-09-06
Tony Hawk's Pro Skater 2,6.619999999999999,4.510440060698027,1.8885584218512896,0.22100151745068283,"DC, GB, GBA, N64, PC, PS",Sports,Activision,Neversoft Entertainment,2000-09-20
Crash Bandicoot N. Sane Trilogy,6.59,1.7734556574923548,3.8895107033639142,0.9270336391437309,"NS, PC, PS4, XOne",Platform,Activision,Vicarious Visions,2017-06-30
Assassin's Creed Origins,6.529999999999999,2.6408846761453395,3.1257345971563977,0.7633807266982622,"PC, PS4, XOne",Action,Ubisoft,Ubisoft Montreal,2017-10-27
Star Wars Battlefront II (2017),6.5,2.9517405063291138,2.674050632911393,0.8742088607594938,"PC, PS4, XOne",Shooter,Electronic Arts,EA DICE,2017-11-17
Carnival Games,6.47,3.6601121794871796,2.322564102564103,0.48732371794871787,"DS, NS, PS4, Series, Wii, XOne",Misc,Global Star Software,Cat Daddy Games,2007-08-27
Tony Hawk's Underground,6.47,4.167978056426333,1.8659561128526645,0.43606583072100313,"GBA, GC, PS2, XB",Sports,Activision,Neversoft Entertainment,2003-10-27
Finding Nemo,6.46,4.045046728971962,2.002398753894081,0.4125545171339564,"GBA, GC, PC, PS2, XB",Platform,THQ,Vicarious Visions,2003-05-05
Madden NFL 17,6.4399999999999995,4.96,0.51,0.9699999999999998,"PS3, PS4, X360, XOne",Sports,EA Sports,EA Tiburon,2016-08-23
Kung Fu Panda,6.42,3.42,1.95,1.0499999999999998,"DS, PC, PS2, PS3, Wii, X360, XBL",Platform,Activision,Luxoflux,2008-06-03
LEGO Batman 2: DC Super Heroes,6.41,3.31,2.41,0.6899999999999995,"3DS, And, DS, OSX, PC, PS3, PSV, Wii, WiiU, X360, iOS",Action-Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,2012-06-19
Madden NFL 2002,6.41,5.021847133757962,0.9492515923566881,0.4389012738853504,"GB, GBA, GC, N64, PC, PS, PS2, XB",Sports,EA Sports,EA Sports,2001-08-13
FIFA 07 Soccer,6.380000000000001,1.648166666666667,3.753566666666667,0.9782666666666668,"DS, GBA, GC, PC, PS2, PSP, X360, XB",Sports,EA Sports,Team Fusion,2006-10-03
Need for Speed Carbon,6.38,3.5736075949367088,2.140126582278481,0.6662658227848101,"GC, PC, PS2, PS3, Wii, X360, XB, XBL",Racing,Electronic Arts,EA Black Box,2006-10-31
NBA 2K13,6.35,4.845786963434023,0.7672496025437202,0.7369634340222576,"And, PC, PS3, PSP, Wii, WiiU, X360",Sports,2K Sports,Visual Concepts,2012-10-02
Skylanders SWAP Force,6.32,3.56,2.08,0.6799999999999997,"3DS, PS3, PS4, Wii, WiiU, X360, XOne",Platform,Activision,Beenox,2013-10-13
NBA 2K17,6.28,4.574834437086093,0.946158940397351,0.7590066225165564,"PC, PS3, PS4, X360, XOne",Sports,2K Sports,Visual Concepts,2016-09-16
Driver,6.27,3.1149680511182107,2.804472843450479,0.3505591054313099,"GB, PC, PS, PSN, Series",Action,GT Interactive,Reflections Interactive,1999-06-30
The Sims 4,6.22,2.190290598290598,3.7851623931623926,0.24454700854700853,"OSX, PC, PS4, XOne",Simulation,Electronic Arts,Maxis,2014-09-02
Final Fantasy XV,6.21,2.5300000000000002,1.83,1.85,"PS4, XOne",Role-Playing,Square Enix,Square Enix,2016-11-29
Michael Jackson: The Experience,6.18,3.848682926829268,1.7685853658536583,0.5627317073170731,"DS, PS3, PSN, PSP, Wii, X360",Misc,Ubisoft,Ubisoft Montpellier,2010-11-06
Madden NFL 25,6.16,4.97,0.31,0.8800000000000008,"PS3, PS4, X360, XOne",Sports,EA Sports,EA Tiburon,2013-08-27
The Simpsons: Road Rage,6.09,3.85,1.8,0.4399999999999995,"GBA, GC, PS2, XB",Racing,Electronic Arts,Radical Entertainment,2001-11-24
Gran Turismo (PSP),6.09,0.9415460526315789,2.5041118421052633,2.6443421052631573,"PSN, PSP",Racing,Sony Computer Entertainment,Polyphony Digital,2009-10-01
Grand Theft Auto: Vice City Stories,6.05,2.48,2.0599999999999996,1.5099999999999998,"PS2, PSN, PSP",Action,Rockstar Games,Rockstar Leeds,2006-10-31
Tom Clancy's Splinter Cell,6.01,3.25,2.23,0.5299999999999994,"GBA, GC, PC, PS2, Series, XB",Action,Ubisoft,Ubisoft,2002-11-17
NBA 2K18,5.99,4.427391304347826,0.8125565217391304,0.7500521739130435,"NS, PC, PS3, PS4, X360, XOne",Sports,2K Sports,Visual Concepts,2017-09-19
Pro Evolution Soccer 2010,5.9799999999999995,0.7312227805695142,2.644422110552764,2.6043551088777215,"PC, PS2, PS3, PSP, Wii, X360",Sports,Konami,Konami,2009-10-23
Toy Story 3: The Video Game,5.96,2.97451197053407,2.733038674033149,0.25244935543278085,"DS, PC, PS3, PSP, Wii, X360",Action,Disney Interactive Studios,Avalanche Software,2010-06-15
Madden NFL 2003,5.89,4.832820512820513,0.48328205128205126,0.5738974358974359,"GBA, GC, PC, PS, PS2, XB",Sports,EA Sports,EA Tiburon,2002-08-12
Need for Speed: Hot Pursuit,5.84,2.3904663212435233,2.6627979274611397,0.7867357512953368,"PC, PS3, PSN, Wii, X360, XBL",Racing,Electronic Arts,Criterion Games,2010-11-16
Far Cry 5,5.8,2.6626334519572956,2.3427046263345197,0.7946619217081852,"PC, PS4, XOne",Action,Ubisoft,Ubisoft,2018-02-27
Borderlands,5.7700000000000005,3.8678021978021984,1.5534615384615384,0.3487362637362637,"PC, PS3, PSN, Series, X360",Shooter,2K Games,Gearbox Software,2009-10-20
Need for Speed: Most Wanted (2012),5.75,1.7993881118881117,3.0458916083916083,0.9047202797202797,"PC, PS3, PSV, WiiU, X360",Racing,Electronic Arts,Criterion Games,2012-10-30
Tony Hawk's Pro Skater 4,5.75,3.617750439367311,1.7684534270650263,0.36379613356766255,"GBA, GC, PC, PS, PS2, XB",Sports,Activision,Neversoft Entertainment,2002-10-23
Mass Effect 3,5.74,3.196832740213523,2.032491103202847,0.5106761565836299,"PC, PS3, WiiU, X360",Role-Playing,Electronic Arts,BioWare,2012-03-06
Tekken 2,5.74,2.26,1.89,1.59,"PS, PSN",Fighting,Namco,Namco,1996-08-25
Mortal Kombat (2011),5.73,4.04,1.0,0.6900000000000004,"PS3, PSV, X360",Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,2011-04-19
Batman: Arkham Knight,5.69,2.695804701627487,2.201916817359856,0.7922784810126584,"PC, PS4, XOne",Action,Warner Bros. Interactive,Rocksteady Studios,2015-06-23
